Time(s),BloodDensity(kg/m^3),BloodPH,BloodSpecificHeat(J/K_kg),BloodUreaNitrogenConcentration(mg/dL),CarbonDioxideSaturation,CarbonMonoxideSaturation,Hematocrit,HemoglobinContent(g),OxygenSaturation,PlasmaVolume(mL),Phosphate(mmol/L),PulseOximetry,RedBloodCellCount(ct/uL),ShuntFraction,StrongIonDifference(mmol/L),TotalProteinConcentration(g/dL),VolumeFractionNeutralLipidInPlasma,VolumeFractionNeutralPhospholipidInPlasma,WhiteBloodCellCount(ct/uL),ArterialCarbonDioxidePressure(mmHg),ArterialOxygenPressure(mmHg),PulmonaryArterialCarbonDioxidePressure(mmHg),PulmonaryArterialOxygenPressure(mmHg),PulmonaryVenousCarbonDioxidePressure(mmHg),PulmonaryVenousOxygenPressure(mmHg),VenousCarbonDioxidePressure(mmHg),VenousOxygenPressure(mmHg),Albumin-BloodConcentration(g/dL),Bicarbonate-BloodConcentration(g/dL),Calcium-BloodConcentration(mg/L),Chloride-BloodConcentration(g/L),Creatinine-BloodConcentration(mg/L),Epinephrine-BloodConcentration(ug/L),Globulin-BloodConcentration(g/dL),Glucagon-BloodConcentration(mg/dL),Glucose-BloodConcentration(mg/dL),Hemoglobin-BloodConcentration(g/dL),Insulin-BloodConcentration(ug/L),Ketones-BloodConcentration(mg/L),Lactate-BloodConcentration(mg/L),Potassium-BloodConcentration(mg/L),Sodium-BloodConcentration(g/dL),Triacylglycerol-BloodConcentration(mg/dL),Urea-BloodConcentration(mg/dL)
1.68,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275668,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,41,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0322,2.7,0.000,87.3,15.30,0.694,11.092,131.839,176.96,0.334,74,26.40
1.70,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275611,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,41,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0322,2.7,0.000,87.3,15.30,0.694,11.092,131.839,176.96,0.334,74,26.40
1.72,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275547,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,41,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0322,2.7,0.000,87.3,15.30,0.694,11.092,131.838,176.96,0.334,74,26.40
1.74,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275476,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,41,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0322,2.7,0.000,87.3,15.30,0.694,11.092,131.838,176.96,0.334,74,26.40
1.76,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275399,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,41,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0322,2.7,0.000,87.3,15.30,0.694,11.092,131.838,176.96,0.334,74,26.40
1.78,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275315,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,41,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0322,2.7,0.000,87.3,15.30,0.694,11.092,131.838,176.96,0.334,74,26.40
1.80,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275235,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,41,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0322,2.7,0.000,87.3,15.30,0.694,11.092,131.838,176.96,0.334,74,26.40
1.82,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275166,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,41,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0322,2.7,0.000,87.3,15.30,0.694,11.092,131.837,176.96,0.334,74,26.40
1.84,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275112,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,41,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0322,2.7,0.000,87.3,15.30,0.694,11.093,131.837,176.96,0.334,74,26.40
1.86,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275076,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,41,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0322,2.7,0.000,87.3,15.30,0.694,11.093,131.837,176.96,0.334,74,26.40
1.88,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2910,1.1,0.98,5275056,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,41,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0322,2.7,0.000,87.3,15.30,0.694,11.093,131.837,176.96,0.334,74,26.40
1.90,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2910,1.1,0.98,5275051,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,41,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0322,2.7,0.000,87.3,15.30,0.694,11.093,131.836,176.96,0.334,74,26.40
1.92,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275060,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,41,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0322,2.7,0.000,87.3,15.30,0.694,11.093,131.836,176.96,0.334,74,26.40
1.94,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275081,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,41,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0322,2.7,0.000,87.3,15.30,0.694,11.093,131.836,176.96,0.334,74,26.40
1.96,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275112,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,41,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0322,2.7,0.000,87.3,15.30,0.694,11.093,131.835,176.96,0.334,74,26.40
1.98,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275150,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,41,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0322,2.7,0.000,87.3,15.30,0.694,11.094,131.835,176.96,0.334,74,26.40
2.00,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275196,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,41,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0322,2.7,0.000,87.3,15.30,0.694,11.094,131.834,176.96,0.334,74,26.40
2.02,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275247,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,41,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0322,2.7,0.000,87.3,15.30,0.694,11.094,131.834,176.96,0.334,74,26.40
2.04,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275303,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,41,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0322,2.7,0.000,87.3,15.30,0.694,11.094,131.833,176.96,0.334,74,26.40
2.06,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275362,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,41,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0322,2.7,0.000,87.3,15.30,0.694,11.094,131.833,176.96,0.334,74,26.40
2.08,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275422,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,41,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0322,2.7,0.000,87.3,15.30,0.694,11.094,131.833,176.96,0.334,74,26.40
2.10,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275482,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,41,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0322,2.7,0.000,87.3,15.30,0.694,11.094,131.832,176.96,0.334,74,26.40
2.12,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275539,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,41,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0322,2.7,0.000,87.3,15.30,0.694,11.094,131.832,176.96,0.334,74,26.40
2.14,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275592,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,41,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0322,2.7,0.000,87.3,15.30,0.694,11.095,131.831,176.96,0.334,74,26.40
2.16,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275643,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,41,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0322,2.7,0.000,87.3,15.30,0.694,11.095,131.831,176.96,0.334,74,26.40
2.18,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275689,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,41,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0323,2.7,0.000,87.3,15.30,0.694,11.095,131.831,176.96,0.334,74,26.40
2.20,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275732,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,41,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0323,2.7,0.000,87.3,15.30,0.694,11.095,131.830,176.96,0.334,74,26.40
2.22,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275770,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,41,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0323,2.7,0.000,87.3,15.30,0.694,11.095,131.830,176.96,0.334,74,26.40
2.24,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275804,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,41,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0323,2.7,0.000,87.3,15.30,0.694,11.095,131.829,176.96,0.334,74,26.40
2.26,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275832,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,41,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0323,2.7,0.000,87.3,15.30,0.694,11.095,131.829,176.96,0.334,74,26.39
2.28,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275856,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,41,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0323,2.7,0.000,87.3,15.30,0.694,11.095,131.829,176.96,0.334,74,26.39
2.30,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275873,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,41,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0323,2.7,0.000,87.3,15.30,0.694,11.095,131.828,176.96,0.334,74,26.39
2.32,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275885,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,41,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0323,2.7,0.000,87.3,15.30,0.694,11.096,131.828,176.96,0.334,74,26.39
2.34,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275891,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,41,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0323,2.7,0.000,87.3,15.30,0.694,11.096,131.828,176.96,0.334,74,26.39
2.36,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275892,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,41,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0323,2.7,0.000,87.3,15.30,0.694,11.096,131.827,176.96,0.334,74,26.39
2.38,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275886,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,41,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0323,2.7,0.000,87.3,15.30,0.694,11.096,131.827,176.96,0.334,74,26.39
2.40,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275874,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,41,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0323,2.7,0.000,87.3,15.30,0.694,11.096,131.827,176.96,0.334,74,26.39
2.42,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275855,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,41,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0322,2.7,0.000,87.3,15.30,0.694,11.096,131.827,176.96,0.334,74,26.39
2.44,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275831,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,41,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0322,2.7,0.000,87.3,15.30,0.694,11.096,131.826,176.96,0.334,74,26.40
2.46,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275799,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,41,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0322,2.7,0.000,87.3,15.30,0.694,11.096,131.826,176.96,0.334,74,26.40
2.48,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275762,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,41,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0322,2.7,0.000,87.3,15.30,0.694,11.096,131.826,176.96,0.334,74,26.40
2.50,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275718,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,41,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0322,2.7,0.000,87.3,15.30,0.694,11.097,131.826,176.96,0.334,74,26.40
2.52,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275667,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0322,2.7,0.000,87.3,15.30,0.694,11.097,131.825,176.96,0.334,74,26.40
2.54,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275610,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0322,2.7,0.000,87.3,15.30,0.694,11.097,131.825,176.96,0.334,74,26.40
2.56,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275546,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0322,2.7,0.000,87.3,15.30,0.694,11.097,131.825,176.96,0.334,74,26.40
2.58,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275475,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0322,2.7,0.000,87.3,15.30,0.694,11.097,131.825,176.96,0.334,74,26.40
2.60,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275398,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0322,2.7,0.000,87.3,15.30,0.694,11.097,131.825,176.96,0.334,74,26.40
2.62,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275314,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0322,2.7,0.000,87.3,15.30,0.694,11.097,131.825,176.96,0.334,74,26.40
2.64,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275234,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0322,2.7,0.000,87.3,15.30,0.694,11.098,131.824,176.96,0.334,74,26.40
2.66,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275165,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0322,2.7,0.000,87.3,15.30,0.694,11.098,131.824,176.96,0.334,74,26.40
2.68,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275111,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0322,2.7,0.000,87.3,15.30,0.694,11.098,131.824,176.96,0.334,74,26.40
2.70,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275075,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0322,2.7,0.000,87.3,15.30,0.694,11.098,131.824,176.96,0.334,74,26.40
2.72,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2910,1.1,0.98,5275055,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0322,2.7,0.000,87.3,15.30,0.694,11.098,131.823,176.96,0.334,74,26.40
2.74,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2910,1.1,0.98,5275050,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0322,2.7,0.000,87.3,15.30,0.694,11.098,131.823,176.96,0.334,74,26.40
2.76,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275059,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0322,2.7,0.000,87.3,15.30,0.694,11.098,131.823,176.96,0.334,74,26.40
2.78,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275080,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0322,2.7,0.000,87.3,15.30,0.694,11.098,131.822,176.96,0.334,74,26.40
2.80,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275111,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0322,2.7,0.000,87.3,15.30,0.694,11.099,131.822,176.96,0.334,74,26.40
2.82,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275149,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0322,2.7,0.000,87.3,15.30,0.694,11.099,131.821,176.96,0.334,74,26.40
2.84,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275195,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0322,2.7,0.000,87.3,15.30,0.694,11.099,131.821,176.96,0.334,74,26.40
2.86,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275246,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0322,2.7,0.000,87.3,15.30,0.694,11.099,131.821,176.96,0.334,74,26.40
2.88,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275302,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0322,2.7,0.000,87.3,15.30,0.694,11.099,131.820,176.96,0.334,74,26.40
2.90,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275361,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0322,2.7,0.000,87.3,15.30,0.694,11.099,131.820,176.96,0.334,74,26.40
2.92,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275421,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0322,2.7,0.000,87.3,15.30,0.694,11.099,131.819,176.96,0.334,74,26.39
2.94,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275481,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0322,2.7,0.000,87.3,15.30,0.694,11.099,131.819,176.96,0.334,74,26.39
2.96,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275538,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0322,2.7,0.000,87.3,15.30,0.694,11.100,131.818,176.96,0.334,74,26.39
2.98,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275591,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0322,2.7,0.000,87.3,15.30,0.694,11.100,131.818,176.96,0.334,74,26.39
3.00,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275642,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0322,2.7,0.000,87.3,15.30,0.694,11.100,131.818,176.96,0.334,74,26.39
3.02,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275689,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0323,2.7,0.000,87.3,15.30,0.694,11.100,131.817,176.96,0.334,74,26.39
3.04,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275731,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0323,2.7,0.000,87.3,15.30,0.694,11.100,131.817,176.96,0.334,74,26.39
3.06,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275769,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0323,2.7,0.000,87.3,15.30,0.694,11.100,131.816,176.96,0.334,74,26.39
3.08,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275803,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0323,2.7,0.000,87.3,15.30,0.694,11.100,131.816,176.96,0.334,74,26.39
3.10,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275831,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0323,2.7,0.000,87.3,15.30,0.694,11.100,131.816,176.96,0.334,74,26.39
3.12,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275855,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0323,2.7,0.000,87.3,15.30,0.694,11.100,131.815,176.96,0.334,74,26.39
3.14,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275872,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0323,2.7,0.000,87.3,15.30,0.694,11.101,131.815,176.96,0.334,74,26.39
3.16,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275884,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0323,2.7,0.000,87.3,15.30,0.694,11.101,131.815,176.96,0.334,74,26.39
3.18,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275891,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0323,2.7,0.000,87.3,15.30,0.694,11.101,131.814,176.96,0.334,74,26.39
3.20,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275891,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0323,2.7,0.000,87.3,15.30,0.694,11.101,131.814,176.96,0.334,74,26.39
3.22,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275885,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0323,2.7,0.000,87.3,15.30,0.694,11.101,131.814,176.96,0.334,74,26.39
3.24,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275873,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0323,2.7,0.000,87.3,15.30,0.694,11.101,131.814,176.96,0.334,74,26.39
3.26,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275854,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0322,2.7,0.000,87.3,15.30,0.694,11.101,131.813,176.96,0.334,74,26.39
3.28,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275830,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0322,2.7,0.000,87.3,15.30,0.694,11.101,131.813,176.96,0.334,74,26.39
3.30,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275799,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0322,2.7,0.000,87.3,15.30,0.694,11.101,131.813,176.96,0.334,74,26.39
3.32,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275761,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6170,11.1,0.0322,2.7,0.000,87.3,15.30,0.694,11.102,131.813,176.96,0.334,74,26.39
